,Drug Original Name,Concentration
45,TAMOXIFENO CITRATE ,20 MG TAB
46,TAMOXIFENO CITRATE ,20 MG TAB
47,TAMOXIFENO CITRATE ,20 MG TAB
48,TAMOXIFENO CITRATE ,20 MG TAB
49,TAMOXIFENO CITRATE ,20 MG TAB
50,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
51,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
52,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
53,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
54,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
55,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
56,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
57,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
58,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
59,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
60,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
61,SODIUM METHOTREXATE ,500 MG INY 20 ML
62,SODIUM METHOTREXATE ,500 MG INY 20 ML
63,SODIUM METHOTREXATE ,500 MG INY 20 ML
64,SODIUM METHOTREXATE ,500 MG INY 20 ML
65,SODIUM METHOTREXATE ,500 MG INY 20 ML
66,SODIUM METHOTREXATE ,500 MG INY 20 ML
67,SODIUM METHOTREXATE ,500 MG INY 20 ML
68,SODIUM METHOTREXATE ,500 MG INY 20 ML
69,FLUOROURACILO ,500 MG INY
70,FLUOROURACILO ,500 MG INY
71,FLUOROURACILO ,500 MG INY
72,FLUOROURACILO ,500 MG INY
73,FLUOROURACILO ,500 MG INY
74,FLUOROURACILO ,500 MG INY
75,FLUOROURACILO ,500 MG INY
76,FLUOROURACILO ,500 MG INY
77,FLUOROURACILO ,500 MG INY
78,FLUOROURACILO ,500 MG INY
79,FLUOROURACILO ,500 MG INY
80,FLUOROURACILO ,500 MG INY
81,FLUOROURACILO ,500 MG INY
82,FLUOROURACILO ,500 MG INY
83,FLUOROURACILO ,500 MG INY
84,FLUOROURACILO ,500 MG INY
85,FLUOROURACILO ,500 MG INY
86,FLUOROURACILO ,500 MG INY
87,FLUOROURACILO ,500 MG INY
88,FLUOROURACILO ,500 MG INY
89,FLUOROURACILO ,500 MG INY
90,FLUOROURACILO ,500 MG INY
91,FLUOROURACILO ,500 MG INY
92,FLUOROURACILO ,500 MG INY
93,FLUOROURACILO ,500 MG INY
94,MESNA ,100 MG/ML INY 4 ML
95,MESNA ,100 MG/ML INY 4 ML
96,MESNA ,100 MG/ML INY 4 ML
97,MESNA ,100 MG/ML INY 4 ML
98,MESNA ,100 MG/ML INY 4 ML
99,MESNA ,100 MG/ML INY 4 ML
100,MESNA ,100 MG/ML INY 4 ML
101,MESNA ,100 MG/ML INY 4 ML
102,MESNA ,100 MG/ML INY 4 ML
103,MESNA ,100 MG/ML INY 4 ML
104,MESNA ,100 MG/ML INY 4 ML
105,MESNA ,100 MG/ML INY 4 ML
106,MESNA ,100 MG/ML INY 4 ML
107,MESNA ,100 MG/ML INY 4 ML
108,MESNA ,100 MG/ML INY 4 ML
109,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
110,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
111,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
112,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
113,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
114,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
115,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
116,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
117,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
118,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
119,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
120,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
121,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
122,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
123,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
124,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
125,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
126,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
127,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
128,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
129,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
130,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
131,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
132,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
133,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
134,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
135,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
136,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
137,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
138,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
139,VINCRISTINA SULFATO ,1 MG/ML INY 1 ML
140,CAPECITABINA ,500 MG TAB
141,CAPECITABINA ,500 MG TAB
142,CAPECITABINA ,500 MG TAB
143,CAPECITABINA ,500 MG TAB
144,CAPECITABINA ,500 MG TAB
145,CAPECITABINA ,500 MG TAB
146,CAPECITABINA ,500 MG TAB
147,CAPECITABINA ,500 MG TAB
148,CAPECITABINA ,500 MG TAB
149,CAPECITABINA ,500 MG TAB
150,CAPECITABINA ,500 MG TAB
151,CAPECITABINA ,500 MG TAB
152,CAPECITABINA ,500 MG TAB
153,CAPECITABINA ,500 MG TAB
154,CAPECITABINA ,500 MG TAB
155,CAPECITABINA ,500 MG TAB
156,CAPECITABINA ,500 MG TAB
157,CAPECITABINA ,500 MG TAB
158,CAPECITABINA ,500 MG TAB
159,CAPECITABINA ,500 MG TAB
160,CAPECITABINA ,500 MG TAB
161,CAPECITABINA ,500 MG TAB
162,CAPECITABINA ,500 MG TAB
163,CAPECITABINA ,500 MG TAB
164,CAPECITABINA ,500 MG TAB
165,CAPECITABINA ,500 MG TAB
166,CAPECITABINA ,500 MG TAB
167,CAPECITABINA ,500 MG TAB
168,IFOSFAMIDA ,1 G INY
169,IFOSFAMIDA ,1 G INY
170,IFOSFAMIDA ,1 G INY
171,IFOSFAMIDA ,1 G INY
172,IFOSFAMIDA ,1 G INY
173,IFOSFAMIDA ,1 G INY
174,IFOSFAMIDA ,1 G INY
175,IFOSFAMIDA ,1 G INY
176,IFOSFAMIDA ,1 G INY
177,IFOSFAMIDA ,1 G INY
178,IFOSFAMIDA ,1 G INY
179,IFOSFAMIDA ,1 G INY
180,IFOSFAMIDA ,1 G INY
181,IFOSFAMIDA ,1 G INY
182,IFOSFAMIDA ,1 G INY
183,IFOSFAMIDA ,1 G INY
184,IFOSFAMIDA ,1 G INY
185,IFOSFAMIDA ,1 G INY
186,IFOSFAMIDA ,1 G INY
187,IFOSFAMIDA ,1 G INY
188,SODIUM METHOTREXATE ,2.5 MG TAB
189,SODIUM METHOTREXATE ,2.5 MG TAB
190,SODIUM METHOTREXATE ,2.5 MG TAB
191,SODIUM METHOTREXATE ,2.5 MG TAB
192,SODIUM METHOTREXATE ,2.5 MG TAB
193,SODIUM METHOTREXATE ,2.5 MG TAB
194,SODIUM METHOTREXATE ,2.5 MG TAB
195,SODIUM METHOTREXATE ,2.5 MG TAB
196,SODIUM METHOTREXATE ,2.5 MG TAB
197,SODIUM METHOTREXATE ,2.5 MG TAB
198,SODIUM METHOTREXATE ,2.5 MG TAB
199,SODIUM METHOTREXATE ,2.5 MG TAB
200,SODIUM METHOTREXATE ,2.5 MG TAB
201,SODIUM METHOTREXATE ,2.5 MG TAB
202,SODIUM METHOTREXATE ,2.5 MG TAB
203,SODIUM METHOTREXATE ,2.5 MG TAB
204,SODIUM METHOTREXATE ,2.5 MG TAB
205,SODIUM METHOTREXATE ,2.5 MG TAB
206,SODIUM METHOTREXATE ,2.5 MG TAB
207,SODIUM METHOTREXATE ,2.5 MG TAB
208,SODIUM METHOTREXATE ,2.5 MG TAB
209,SODIUM METHOTREXATE ,2.5 MG TAB
210,SODIUM METHOTREXATE ,2.5 MG TAB
211,SODIUM METHOTREXATE ,2.5 MG TAB
212,SODIUM METHOTREXATE ,2.5 MG TAB
213,SODIUM METHOTREXATE ,2.5 MG TAB
214,SODIUM METHOTREXATE ,2.5 MG TAB
215,SODIUM METHOTREXATE ,2.5 MG TAB
216,SODIUM METHOTREXATE ,2.5 MG TAB
217,SODIUM METHOTREXATE ,2.5 MG TAB
218,SODIUM METHOTREXATE ,2.5 MG TAB
219,SODIUM METHOTREXATE ,2.5 MG TAB
220,SODIUM METHOTREXATE ,2.5 MG TAB
221,SODIUM METHOTREXATE ,2.5 MG TAB
222,SODIUM METHOTREXATE ,2.5 MG TAB
223,SODIUM METHOTREXATE ,2.5 MG TAB
224,SODIUM METHOTREXATE ,2.5 MG TAB
225,PACLITAXEL ,100 MG INY 17 ML
226,PACLITAXEL ,100 MG INY 17 ML
227,PACLITAXEL ,100 MG INY 17 ML
228,PACLITAXEL ,100 MG INY 17 ML
229,PACLITAXEL ,100 MG INY 17 ML
230,PACLITAXEL ,100 MG INY 17 ML
231,PACLITAXEL ,100 MG INY 17 ML
232,PACLITAXEL ,100 MG INY 17 ML
233,PACLITAXEL ,100 MG INY 17 ML
234,PACLITAXEL ,100 MG INY 17 ML
235,PACLITAXEL ,100 MG INY 17 ML
236,PACLITAXEL ,100 MG INY 17 ML
237,PACLITAXEL ,100 MG INY 17 ML
238,PACLITAXEL ,100 MG INY 17 ML
239,PACLITAXEL ,100 MG INY 17 ML
240,PACLITAXEL ,100 MG INY 17 ML
241,PACLITAXEL ,100 MG INY 17 ML
242,PACLITAXEL ,100 MG INY 17 ML
243,PACLITAXEL ,100 MG INY 17 ML
244,PACLITAXEL ,100 MG INY 17 ML
245,PACLITAXEL ,100 MG INY 17 ML
246,PACLITAXEL ,100 MG INY 17 ML
247,PACLITAXEL ,100 MG INY 17 ML
248,PACLITAXEL ,100 MG INY 17 ML
249,PACLITAXEL ,30 MG INY 5 ML
250,PACLITAXEL ,30 MG INY 5 ML
251,PACLITAXEL ,30 MG INY 5 ML
252,PACLITAXEL ,30 MG INY 5 ML
253,PACLITAXEL ,30 MG INY 5 ML
254,PACLITAXEL ,30 MG INY 5 ML
255,PACLITAXEL ,30 MG INY 5 ML
256,PACLITAXEL ,30 MG INY 5 ML
257,PACLITAXEL ,30 MG INY 5 ML
258,PACLITAXEL ,30 MG INY 5 ML
259,PACLITAXEL ,30 MG INY 5 ML
260,PACLITAXEL ,30 MG INY 5 ML
261,PACLITAXEL ,300 MG INY 50ML
262,PACLITAXEL ,300 MG INY 50ML
263,PACLITAXEL ,300 MG INY 50ML
264,PACLITAXEL ,300 MG INY 50ML
265,PACLITAXEL ,300 MG INY 50ML
266,PACLITAXEL ,300 MG INY 50ML
267,PACLITAXEL ,300 MG INY 50ML
268,PACLITAXEL ,300 MG INY 50ML
269,PACLITAXEL ,300 MG INY 50ML
270,PACLITAXEL ,300 MG INY 50ML
271,PACLITAXEL ,300 MG INY 50ML
272,PACLITAXEL ,300 MG INY 50ML
273,PACLITAXEL ,300 MG INY 50ML
274,PACLITAXEL ,300 MG INY 50ML
275,PACLITAXEL ,300 MG INY 50ML
276,PACLITAXEL ,300 MG INY 50ML
277,PACLITAXEL ,300 MG INY 50ML
278,PACLITAXEL ,300 MG INY 50ML
279,MESNA ,100 MG/ML INY 4 ML
280,MESNA ,100 MG/ML INY 4 ML
281,MESNA ,100 MG/ML INY 4 ML
282,MESNA ,100 MG/ML INY 4 ML
283,MESNA ,100 MG/ML INY 4 ML
284,MESNA ,100 MG/ML INY 4 ML
285,MESNA ,100 MG/ML INY 4 ML
286,MESNA ,100 MG/ML INY 4 ML
287,MESNA ,100 MG/ML INY 4 ML
288,MESNA ,100 MG/ML INY 4 ML
289,MESNA ,100 MG/ML INY 4 ML
290,MESNA ,100 MG/ML INY 4 ML
291,MESNA ,100 MG/ML INY 4 ML
292,MESNA ,100 MG/ML INY 4 ML
293,MESNA ,100 MG/ML INY 4 ML
294,MESNA ,100 MG/ML INY 4 ML
295,MESNA ,100 MG/ML INY 4 ML
296,MESNA ,100 MG/ML INY 4 ML
297,MESNA ,100 MG/ML INY 4 ML
298,MESNA ,100 MG/ML INY 4 ML
299,MESNA ,100 MG/ML INY 4 ML
300,MESNA ,100 MG/ML INY 4 ML
301,MESNA ,100 MG/ML INY 4 ML
302,MESNA ,100 MG/ML INY 4 ML
303,MESNA ,100 MG/ML INY 4 ML
304,MESNA ,100 MG/ML INY 4 ML
305,PACLITAXEL ,300 MG INY 50ML
306,PACLITAXEL ,300 MG INY 50ML
307,PACLITAXEL ,300 MG INY 50ML
308,PACLITAXEL ,300 MG INY 50ML
309,PACLITAXEL ,300 MG INY 50ML
310,PACLITAXEL ,300 MG INY 50ML
311,PACLITAXEL ,300 MG INY 50ML
312,PACLITAXEL ,300 MG INY 50ML
313,PACLITAXEL ,300 MG INY 50ML
314,PACLITAXEL ,300 MG INY 50ML
315,PACLITAXEL ,300 MG INY 50ML
316,PACLITAXEL ,300 MG INY 50ML
317,PACLITAXEL ,300 MG INY 50ML
318,PACLITAXEL ,300 MG INY 50ML
319,PACLITAXEL ,300 MG INY 50ML
320,PACLITAXEL ,300 MG INY 50ML
321,SODIUM METHOTREXATE ,2.5 MG TAB
322,SODIUM METHOTREXATE ,2.5 MG TAB
323,SODIUM METHOTREXATE ,2.5 MG TAB
324,SODIUM METHOTREXATE ,2.5 MG TAB
325,SODIUM METHOTREXATE ,2.5 MG TAB
326,SODIUM METHOTREXATE ,2.5 MG TAB
327,SODIUM METHOTREXATE ,2.5 MG TAB
328,SODIUM METHOTREXATE ,2.5 MG TAB
329,SODIUM METHOTREXATE ,2.5 MG TAB
330,SODIUM METHOTREXATE ,2.5 MG TAB
331,SODIUM METHOTREXATE ,2.5 MG TAB
332,SODIUM METHOTREXATE ,2.5 MG TAB
333,SODIUM METHOTREXATE ,2.5 MG TAB
334,SODIUM METHOTREXATE ,2.5 MG TAB
335,SODIUM METHOTREXATE ,2.5 MG TAB
336,SODIUM METHOTREXATE ,2.5 MG TAB
337,SODIUM METHOTREXATE ,2.5 MG TAB
338,SODIUM METHOTREXATE ,2.5 MG TAB
339,SODIUM METHOTREXATE ,2.5 MG TAB
340,SODIUM METHOTREXATE ,2.5 MG TAB
341,SODIUM METHOTREXATE ,2.5 MG TAB
342,SODIUM METHOTREXATE ,2.5 MG TAB
343,SODIUM METHOTREXATE ,2.5 MG TAB
344,SODIUM METHOTREXATE ,2.5 MG TAB
345,SODIUM METHOTREXATE ,2.5 MG TAB
346,SODIUM METHOTREXATE ,2.5 MG TAB
347,SODIUM METHOTREXATE ,2.5 MG TAB
348,SODIUM METHOTREXATE ,2.5 MG TAB
349,SODIUM METHOTREXATE ,2.5 MG TAB
350,SODIUM METHOTREXATE ,2.5 MG TAB
351,SODIUM METHOTREXATE ,2.5 MG TAB
352,SODIUM METHOTREXATE ,2.5 MG TAB
353,SODIUM METHOTREXATE ,2.5 MG TAB
354,SODIUM METHOTREXATE ,2.5 MG TAB
355,SODIUM METHOTREXATE ,2.5 MG TAB
356,SODIUM METHOTREXATE ,2.5 MG TAB
357,SODIUM METHOTREXATE ,2.5 MG TAB
358,SODIUM METHOTREXATE ,2.5 MG TAB
359,SODIUM METHOTREXATE ,2.5 MG TAB
360,SODIUM METHOTREXATE ,2.5 MG TAB
361,SODIUM METHOTREXATE ,2.5 MG TAB
362,SODIUM METHOTREXATE ,2.5 MG TAB
363,SODIUM METHOTREXATE ,2.5 MG TAB
364,SODIUM METHOTREXATE ,2.5 MG TAB
365,SODIUM METHOTREXATE ,2.5 MG TAB
366,SODIUM METHOTREXATE ,2.5 MG TAB
367,SODIUM METHOTREXATE ,2.5 MG TAB
368,CAPECITABINA ,500 MG TAB
369,CAPECITABINA ,500 MG TAB
370,CAPECITABINA ,500 MG TAB
371,CAPECITABINA ,500 MG TAB
372,CAPECITABINA ,500 MG TAB
373,CAPECITABINA ,500 MG TAB
374,CAPECITABINA ,500 MG TAB
375,CAPECITABINA ,500 MG TAB
376,CAPECITABINA ,500 MG TAB
377,CAPECITABINA ,500 MG TAB
378,CAPECITABINA ,500 MG TAB
379,CAPECITABINA ,500 MG TAB
380,CAPECITABINA ,500 MG TAB
381,CAPECITABINA ,500 MG TAB
382,CAPECITABINA ,500 MG TAB
383,CAPECITABINA ,500 MG TAB
384,CAPECITABINA ,500 MG TAB
385,CAPECITABINA ,500 MG TAB
386,CAPECITABINA ,500 MG TAB
387,CAPECITABINA ,500 MG TAB
388,CAPECITABINA ,500 MG TAB
389,CAPECITABINA ,500 MG TAB
390,CAPECITABINA ,500 MG TAB
391,CAPECITABINA ,500 MG TAB
392,CAPECITABINA ,500 MG TAB
393,CAPECITABINA ,500 MG TAB
394,CAPECITABINA ,500 MG TAB
395,IFOSFAMIDA ,1 G INY
396,IFOSFAMIDA ,1 G INY
397,IFOSFAMIDA ,1 G INY
398,IFOSFAMIDA ,1 G INY
399,IFOSFAMIDA ,1 G INY
400,IFOSFAMIDA ,1 G INY
401,IFOSFAMIDA ,1 G INY
402,IFOSFAMIDA ,1 G INY
403,IFOSFAMIDA ,1 G INY
404,IFOSFAMIDA ,1 G INY
405,IFOSFAMIDA ,1 G INY
406,IFOSFAMIDA ,1 G INY
407,IFOSFAMIDA ,1 G INY
408,IFOSFAMIDA ,1 G INY
409,IFOSFAMIDA ,1 G INY
410,IFOSFAMIDA ,1 G INY
411,IFOSFAMIDA ,1 G INY
412,IFOSFAMIDA ,1 G INY
413,IFOSFAMIDA ,1 G INY
414,IFOSFAMIDA ,1 G INY
415,IFOSFAMIDA ,1 G INY
416,IFOSFAMIDA ,1 G INY
417,IFOSFAMIDA ,1 G INY
418,PACLITAXEL ,100 MG/16.7 ML  INY
419,PACLITAXEL ,100 MG/16.7 ML  INY
420,PACLITAXEL ,100 MG/16.7 ML  INY
421,PACLITAXEL ,100 MG/16.7 ML  INY
422,PACLITAXEL ,100 MG/16.7 ML  INY
423,PACLITAXEL ,100 MG/16.7 ML  INY
424,PACLITAXEL ,100 MG/16.7 ML  INY
425,PACLITAXEL ,100 MG/16.7 ML  INY
426,PACLITAXEL ,100 MG/16.7 ML  INY
427,PACLITAXEL ,100 MG/16.7 ML  INY
428,PACLITAXEL ,100 MG/16.7 ML  INY
429,PACLITAXEL ,100 MG/16.7 ML  INY
430,PACLITAXEL ,100 MG/16.7 ML  INY
431,PACLITAXEL ,100 MG/16.7 ML  INY
432,PACLITAXEL ,100 MG/16.7 ML  INY
433,PACLITAXEL ,100 MG/16.7 ML  INY
434,PACLITAXEL ,100 MG/16.7 ML  INY
435,PACLITAXEL ,100 MG/16.7 ML  INY
436,PACLITAXEL ,100 MG/16.7 ML  INY
437,PACLITAXEL ,100 MG/16.7 ML  INY
438,PACLITAXEL ,100 MG/16.7 ML  INY
439,PACLITAXEL ,100 MG/16.7 ML  INY
440,PACLITAXEL ,100 MG/16.7 ML  INY
441,PACLITAXEL ,100 MG/16.7 ML  INY
442,PACLITAXEL ,100 MG/16.7 ML  INY
443,PACLITAXEL ,30 MG INY 5 ML
444,PACLITAXEL ,30 MG INY 5 ML
445,PACLITAXEL ,30 MG INY 5 ML
446,PACLITAXEL ,30 MG INY 5 ML
447,PACLITAXEL ,30 MG INY 5 ML
448,PACLITAXEL ,30 MG INY 5 ML
449,PACLITAXEL ,30 MG INY 5 ML
450,PACLITAXEL ,30 MG INY 5 ML
451,PACLITAXEL ,30 MG INY 5 ML
452,PACLITAXEL ,30 MG INY 5 ML
453,PACLITAXEL ,30 MG INY 5 ML
454,PACLITAXEL ,30 MG INY 5 ML
455,PACLITAXEL ,30 MG INY 5 ML
456,PACLITAXEL ,30 MG INY 5 ML
457,PACLITAXEL ,30 MG INY 5 ML
458,PACLITAXEL ,30 MG INY 5 ML
459,PACLITAXEL ,30 MG INY 5 ML
460,FLUOROURACILO ,50 MG/ML INY 5 ML
461,FLUOROURACILO ,50 MG/ML INY 5 ML
462,FLUOROURACILO ,50 MG/ML INY 5 ML
463,FLUOROURACILO ,50 MG/ML INY 5 ML
464,FLUOROURACILO ,50 MG/ML INY 5 ML
465,FLUOROURACILO ,50 MG/ML INY 5 ML
466,FLUOROURACILO ,50 MG/ML INY 5 ML
467,FLUOROURACILO ,50 MG/ML INY 5 ML
468,FLUOROURACILO ,50 MG/ML INY 5 ML
469,FLUOROURACILO ,50 MG/ML INY 5 ML
470,FLUOROURACILO ,50 MG/ML INY 5 ML
471,FLUOROURACILO ,50 MG/ML INY 5 ML
472,FLUOROURACILO ,50 MG/ML INY 5 ML
473,FLUOROURACILO ,50 MG/ML INY 5 ML
474,FLUOROURACILO ,50 MG/ML INY 5 ML
475,FLUOROURACILO ,50 MG/ML INY 5 ML
476,FLUOROURACILO ,50 MG/ML INY 5 ML
477,FLUOROURACILO ,50 MG/ML INY 5 ML
478,FLUOROURACILO ,50 MG/ML INY 5 ML
479,FLUOROURACILO ,50 MG/ML INY 5 ML
480,FLUOROURACILO ,500 MG INY
481,FLUOROURACILO ,500 MG INY
482,FLUOROURACILO ,500 MG INY
483,FLUOROURACILO ,500 MG INY
484,FLUOROURACILO ,500 MG INY
485,FLUOROURACILO ,500 MG INY
486,FLUOROURACILO ,500 MG INY
487,FLUOROURACILO ,500 MG INY
488,FLUOROURACILO ,500 MG INY
489,FLUOROURACILO ,500 MG INY
490,FLUOROURACILO ,500 MG INY
491,FLUOROURACILO ,500 MG INY
492,FLUOROURACILO ,500 MG INY
493,FLUOROURACILO ,500 MG INY
494,FLUOROURACILO ,500 MG INY
495,FLUOROURACILO ,500 MG INY
496,FLUOROURACILO ,500 MG INY
497,FLUOROURACILO ,500 MG INY
498,FLUOROURACILO ,500 MG INY
499,FLUOROURACILO ,500 MG INY
500,FLUOROURACILO ,500 MG INY
501,FLUOROURACILO ,500 MG INY
502,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
503,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
504,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
505,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
506,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
507,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
508,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
509,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
510,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
511,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
512,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
513,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
514,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
515,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
516,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
517,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
518,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
519,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
520,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
521,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
522,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
523,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
524,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
525,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
526,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
527,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
528,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
529,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
530,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
531,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
532,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
533,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
534,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
535,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
536,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
537,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
538,SODIUM METHOTREXATE ,500 MG INY 20 ML
539,SODIUM METHOTREXATE ,500 MG INY 20 ML
540,SODIUM METHOTREXATE ,500 MG INY 20 ML
541,SODIUM METHOTREXATE ,500 MG INY 20 ML
542,SODIUM METHOTREXATE ,500 MG INY 20 ML
543,SODIUM METHOTREXATE ,500 MG INY 20 ML
544,SODIUM METHOTREXATE ,500 MG INY 20 ML
545,SODIUM METHOTREXATE ,500 MG INY 20 ML
546,SODIUM METHOTREXATE ,500 MG INY 20 ML
547,SODIUM METHOTREXATE ,500 MG INY 20 ML
548,SODIUM METHOTREXATE ,500 MG INY 20 ML
549,SODIUM METHOTREXATE ,500 MG INY 20 ML
550,SODIUM METHOTREXATE ,500 MG INY 20 ML
551,SODIUM METHOTREXATE ,500 MG INY 20 ML
552,SODIUM METHOTREXATE ,500 MG INY 20 ML
553,SODIUM METHOTREXATE ,500 MG INY 20 ML
554,SODIUM METHOTREXATE ,500 MG INY 20 ML
555,SODIUM METHOTREXATE ,500 MG INY 20 ML
556,SODIUM METHOTREXATE ,500 MG INY 20 ML
557,SODIUM METHOTREXATE ,500 MG INY 20 ML
